緯度の整数部分（度）,緯度の小数部分（分）,経度の整数部分（度）,緯度の小数部分(分),震央地名
23,13,125,3,石垣島近海
23,13,125,14,石垣島近海
23,13,125,16,石垣島近海
23,13,125,20,石垣島近海
23,13,125,22,石垣島近海
23,14,120,51,台湾付近
23,14,121,21,台湾付近
23,14,121,22,台湾付近
23,14,121,23,台湾付近
23,14,121,26,台湾付近
23,14,121,31,台湾付近
23,14,121,34,台湾付近
23,14,121,36,台湾付近
23,14,121,37,台湾付近
23,14,121,38,台湾付近
23,14,121,39,台湾付近
23,14,121,41,台湾付近
23,14,121,43,台湾付近
23,14,123,32,石垣島近海
23,14,123,48,石垣島近海
23,14,123,49,石垣島近海
23,14,124,34,石垣島近海
23,14,124,40,石垣島近海
23,14,124,56,石垣島近海
23,14,124,59,石垣島近海
23,14,125,4,石垣島近海
23,14,125,17,石垣島近海
23,15,120,43,台湾付近
23,15,120,58,台湾付近
23,15,121,18,台湾付近
23,15,121,19,台湾付近
23,15,121,24,台湾付近
23,15,121,27,台湾付近
23,15,121,29,台湾付近
23,15,121,30,台湾付近
23,15,121,31,台湾付近
23,15,121,32,台湾付近
23,15,121,34,台湾付近
23,15,121,35,台湾付近
23,15,121,37,台湾付近
23,15,121,38,台湾付近
23,15,122,9,台湾付近
23,15,122,42,与那国島近海
23,15,122,45,与那国島近海
23,15,124,0,石垣島近海
23,15,125,22,石垣島近海
23,16,120,31,台湾付近
23,16,121,1,台湾付近
23,16,121,20,台湾付近
23,16,121,23,台湾付近
23,16,121,24,台湾付近
23,16,121,25,台湾付近
23,16,121,29,台湾付近
23,16,121,30,台湾付近
23,16,121,31,台湾付近
23,16,121,32,台湾付近
23,16,121,33,台湾付近
23,16,121,34,台湾付近
23,16,121,36,台湾付近
23,16,121,37,台湾付近
23,16,121,43,台湾付近
23,16,121,56,台湾付近
23,16,122,8,台湾付近
23,16,123,9,与那国島近海
23,16,123,29,石垣島近海
23,16,123,52,石垣島近海
23,16,124,58,石垣島近海
23,16,125,3,石垣島近海
23,16,125,4,石垣島近海
23,16,125,6,石垣島近海
23,16,125,7,石垣島近海
23,16,125,10,石垣島近海
23,16,125,18,石垣島近海
23,17,120,44,台湾付近
23,17,120,59,台湾付近
23,17,121,15,台湾付近
23,17,121,26,台湾付近
23,17,121,27,台湾付近
23,17,121,29,台湾付近
23,17,121,30,台湾付近
23,17,121,31,台湾付近
23,17,121,32,台湾付近
23,17,121,33,台湾付近
23,17,121,35,台湾付近
23,17,121,36,台湾付近
23,17,121,38,台湾付近
23,17,121,42,台湾付近
23,17,123,53,石垣島近海
23,17,124,24,石垣島近海
23,17,125,2,石垣島近海
23,17,125,4,石垣島近海
23,17,125,21,石垣島近海
23,18,120,26,台湾付近
23,18,120,37,台湾付近
23,18,120,57,台湾付近
23,18,121,0,台湾付近
23,18,121,22,台湾付近
23,18,121,24,台湾付近
23,18,121,28,台湾付近
23,18,121,29,台湾付近
23,18,121,30,台湾付近
23,18,121,31,台湾付近
23,18,121,33,台湾付近
23,18,121,37,台湾付近
23,18,121,41,台湾付近
23,18,121,59,台湾付近
23,18,122,2,台湾付近
23,18,122,36,与那国島近海
23,18,123,0,与那国島近海
23,18,123,7,与那国島近海
23,18,123,34,石垣島近海
23,18,123,52,石垣島近海
23,18,123,53,石垣島近海
23,18,124,16,石垣島近海
23,18,125,2,石垣島近海
23,18,125,23,石垣島近海
23,18,144,2,硫黄島近海
23,19,121,20,台湾付近
23,19,121,27,台湾付近
23,19,121,28,台湾付近
23,19,121,30,台湾付近
23,19,121,33,台湾付近
23,19,121,37,台湾付近
23,19,121,51,台湾付近
23,19,121,59,台湾付近
23,19,124,20,石垣島近海
23,19,124,21,石垣島近海
23,19,125,1,石垣島近海
23,19,125,13,石垣島近海
23,19,126,3,宮古島近海
23,19,142,35,硫黄島近海
23,19,142,56,硫黄島近海
23,20,120,18,台湾付近
23,20,120,21,台湾付近
23,20,121,25,台湾付近
23,20,121,28,台湾付近
23,20,121,29,台湾付近
23,20,121,30,台湾付近
23,20,121,31,台湾付近
23,20,121,33,台湾付近
23,20,121,36,台湾付近
23,20,121,40,台湾付近
23,20,121,53,台湾付近
23,20,122,26,与那国島近海
23,20,123,40,石垣島近海
23,20,123,41,石垣島近海
23,20,124,10,石垣島近海
23,20,124,21,石垣島近海
23,20,125,24,石垣島近海
23,20,125,31,石垣島近海
23,21,120,15,台湾付近
23,21,121,20,台湾付近
23,21,121,23,台湾付近
23,21,121,26,台湾付近
23,21,121,27,台湾付近
23,21,121,30,台湾付近
23,21,121,31,台湾付近
23,21,121,32,台湾付近
23,21,121,34,台湾付近
23,21,121,40,台湾付近
23,21,121,50,台湾付近
23,21,122,5,台湾付近
23,21,122,23,台湾付近
23,21,122,54,与那国島近海
23,21,123,19,与那国島近海
23,21,123,36,石垣島近海
23,21,123,46,石垣島近海
23,21,123,55,石垣島近海
23,21,124,32,石垣島近海
23,21,124,57,石垣島近海
23,21,125,7,石垣島近海
23,22,121,13,台湾付近
23,22,121,21,台湾付近
23,22,121,22,台湾付近
23,22,121,23,台湾付近
23,22,121,24,台湾付近
23,22,121,25,台湾付近
23,22,121,28,台湾付近
23,22,121,30,台湾付近
23,22,121,31,台湾付近
23,22,121,33,台湾付近
23,22,121,35,台湾付近
23,22,121,38,台湾付近
23,22,121,41,台湾付近
23,22,122,3,台湾付近
23,22,122,58,与那国島近海
23,22,123,45,石垣島近海
23,22,123,46,石垣島近海
23,22,123,48,石垣島近海
23,22,124,9,石垣島近海
23,22,124,14,石垣島近海
23,22,124,36,石垣島近海
23,22,124,55,石垣島近海
23,22,125,7,石垣島近海
23,22,125,29,石垣島近海
23,23,120,30,台湾付近
23,23,121,25,台湾付近
23,23,121,26,台湾付近
23,23,121,27,台湾付近
23,23,121,28,台湾付近
23,23,121,29,台湾付近
23,23,121,30,台湾付近
23,23,121,31,台湾付近
23,23,121,33,台湾付近
23,23,121,34,台湾付近
23,23,121,41,台湾付近
23,23,121,46,台湾付近
23,23,121,53,台湾付近
23,23,122,36,与那国島近海
23,23,123,50,石垣島近海
23,23,124,35,石垣島近海
23,23,124,36,石垣島近海
23,23,125,40,宮古島近海
23,23,125,44,宮古島近海
23,24,121,21,台湾付近
23,24,121,23,台湾付近
23,24,121,24,台湾付近
23,24,121,25,台湾付近
23,24,121,29,台湾付近
23,24,121,30,台湾付近
23,24,121,31,台湾付近
23,24,121,32,台湾付近
23,24,121,33,台湾付近
23,24,121,37,台湾付近
23,24,121,39,台湾付近
23,24,121,40,台湾付近
23,24,122,2,台湾付近
23,24,123,31,石垣島近海
23,24,123,38,石垣島近海
23,24,123,46,石垣島近海
23,24,123,47,石垣島近海
23,24,124,12,石垣島近海
23,24,124,32,石垣島近海
23,24,125,29,石垣島近海
23,24,126,1,宮古島近海
23,24,142,6,硫黄島近海
23,24,142,56,硫黄島近海
23,24,144,28,硫黄島近海
23,25,121,22,台湾付近
23,25,121,23,台湾付近
23,25,121,24,台湾付近
23,25,121,25,台湾付近
23,25,121,27,台湾付近
23,25,121,28,台湾付近
23,25,121,29,台湾付近
23,25,121,30,台湾付近
23,25,121,31,台湾付近
23,25,121,32,台湾付近
23,25,121,33,台湾付近
23,25,121,34,台湾付近
23,25,121,35,台湾付近
23,25,121,37,台湾付近
23,25,121,54,台湾付近
23,25,123,38,石垣島近海
23,25,123,39,石垣島近海
23,25,123,48,石垣島近海
23,25,124,7,石垣島近海
23,25,124,10,石垣島近海
23,25,124,38,石垣島近海
23,26,120,36,台湾付近
23,26,120,38,台湾付近
23,26,121,24,台湾付近
23,26,121,26,台湾付近
23,26,121,27,台湾付近
23,26,121,28,台湾付近
23,26,121,29,台湾付近
23,26,121,30,台湾付近
23,26,121,33,台湾付近
23,26,121,35,台湾付近
23,26,121,37,台湾付近
23,26,121,50,台湾付近
23,26,121,52,台湾付近
23,26,121,55,台湾付近
23,26,121,58,台湾付近
23,26,122,3,台湾付近
23,26,123,10,与那国島近海
23,26,123,11,与那国島近海
23,26,123,37,石垣島近海
23,26,124,9,石垣島近海
23,26,124,10,石垣島近海
23,26,124,12,石垣島近海
23,27,121,24,台湾付近
23,27,121,28,台湾付近
23,27,121,30,台湾付近
23,27,121,31,台湾付近
23,27,121,33,台湾付近
23,27,121,34,台湾付近
23,27,121,41,台湾付近
23,27,121,46,台湾付近
23,27,121,58,台湾付近
23,27,122,4,台湾付近
23,27,122,6,台湾付近
23,27,122,19,台湾付近
23,27,123,5,与那国島近海
23,27,123,11,与那国島近海
23,27,123,12,与那国島近海
23,27,123,37,石垣島近海
23,27,123,38,石垣島近海
23,27,124,7,石垣島近海
23,27,124,10,石垣島近海
23,27,124,11,石垣島近海
23,27,124,37,石垣島近海
23,27,124,56,石垣島近海
23,27,125,24,石垣島近海
23,27,125,33,宮古島近海
23,27,126,4,宮古島近海
23,27,142,22,硫黄島近海
23,28,120,17,台湾付近
23,28,121,26,台湾付近
23,28,121,27,台湾付近
23,28,121,30,台湾付近
23,28,121,31,台湾付近
23,28,121,34,台湾付近
23,28,121,40,台湾付近
23,28,121,46,台湾付近
23,28,122,3,台湾付近
23,28,123,9,与那国島近海
23,28,123,28,石垣島近海
23,28,123,36,石垣島近海
23,28,123,37,石垣島近海
23,28,124,9,石垣島近海
23,28,124,10,石垣島近海
23,28,125,12,石垣島近海
23,28,125,17,石垣島近海
23,28,144,9,硫黄島近海
23,29,121,27,台湾付近
23,29,121,29,台湾付近
23,29,121,30,台湾付近
23,29,121,31,台湾付近
23,29,121,33,台湾付近
23,29,121,34,台湾付近
23,29,121,40,台湾付近
23,29,121,52,台湾付近
23,29,122,3,台湾付近
23,29,123,0,与那国島近海
23,29,123,17,与那国島近海
23,29,123,38,石垣島近海
23,29,123,43,石垣島近海
23,29,123,51,石垣島近海
23,29,123,55,石垣島近海
23,29,124,9,石垣島近海
23,29,124,10,石垣島近海
23,29,125,4,石垣島近海
23,29,125,42,宮古島近海
23,29,125,49,宮古島近海
23,29,126,3,宮古島近海
23,29,142,27,硫黄島近海
23,30,120,43,台湾付近
23,30,121,24,台湾付近
23,30,121,27,台湾付近
23,30,121,28,台湾付近
23,30,121,33,台湾付近
23,30,121,34,台湾付近
23,30,121,38,台湾付近
23,30,121,39,台湾付近
23,30,122,3,台湾付近
23,30,122,6,台湾付近
23,30,123,27,石垣島近海
23,30,123,49,石垣島近海
23,30,123,55,石垣島近海
23,30,124,19,石垣島近海
23,30,125,41,宮古島近海
23,30,142,9,硫黄島近海
23,30,145,59,小笠原諸島東方沖
23,31,121,11,台湾付近
23,31,121,31,台湾付近
23,31,121,32,台湾付近
23,31,121,34,台湾付近
23,31,121,35,台湾付近
23,31,121,40,台湾付近
23,31,123,21,与那国島近海
23,31,123,45,石垣島近海
23,31,123,54,石垣島近海
23,31,123,56,石垣島近海
23,31,124,10,石垣島近海
23,31,124,15,石垣島近海
23,31,124,23,石垣島近海
23,31,124,30,石垣島近海
23,31,125,41,宮古島近海
23,32,121,23,台湾付近
23,32,121,31,台湾付近
23,32,121,37,台湾付近
23,32,121,38,台湾付近
23,32,121,41,台湾付近
23,32,121,51,台湾付近
23,32,121,53,台湾付近
23,32,122,7,台湾付近
23,32,123,15,与那国島近海
23,32,123,44,石垣島近海
23,32,124,2,石垣島近海
23,32,124,36,石垣島近海
23,32,125,31,宮古島近海
23,32,143,18,硫黄島近海
23,33,120,39,台湾付近
23,33,121,31,台湾付近
23,33,121,32,台湾付近
23,33,121,33,台湾付近
23,33,121,34,台湾付近
23,33,121,38,台湾付近
23,33,121,41,台湾付近
23,33,123,7,与那国島近海
23,33,124,55,石垣島近海
23,33,142,23,硫黄島近海
23,34,120,19,台湾付近
23,34,120,20,台湾付近
23,34,121,33,台湾付近
23,34,121,34,台湾付近
23,34,121,37,台湾付近
23,34,121,39,台湾付近
23,34,121,40,台湾付近
23,34,121,42,台湾付近
23,34,123,52,石垣島近海
23,34,123,54,石垣島近海
23,34,123,56,石垣島近海
23,34,123,57,石垣島近海
23,34,124,6,石垣島近海
23,34,124,15,石垣島近海
23,34,124,28,石垣島近海
23,34,125,19,石垣島近海
23,34,125,46,宮古島近海
23,34,126,10,宮古島近海
23,34,141,54,硫黄島近海
23,34,142,14,硫黄島近海
23,35,120,43,台湾付近
23,35,120,51,台湾付近
23,35,121,20,台湾付近
23,35,121,23,台湾付近
23,35,121,25,台湾付近
23,35,121,26,台湾付近
23,35,121,28,台湾付近
23,35,121,29,台湾付近
23,35,121,33,台湾付近
23,35,121,37,台湾付近
23,35,121,48,台湾付近
23,35,122,55,与那国島近海
23,35,123,17,与那国島近海
23,35,123,24,石垣島近海
23,35,124,17,石垣島近海
23,35,125,16,石垣島近海
23,35,125,40,宮古島近海
23,35,126,9,宮古島近海
23,35,126,10,宮古島近海
23,35,126,15,宮古島近海
23,35,142,0,硫黄島近海
23,36,121,14,台湾付近
23,36,121,19,台湾付近
23,36,121,20,台湾付近
23,36,121,21,台湾付近
23,36,121,22,台湾付近
23,36,121,23,台湾付近
23,36,121,24,台湾付近
23,36,121,25,台湾付近
23,36,121,26,台湾付近
23,36,121,27,台湾付近
23,36,121,28,台湾付近
23,36,121,29,台湾付近
23,36,121,30,台湾付近
23,36,121,32,台湾付近
23,36,121,34,台湾付近
23,36,121,37,台湾付近
23,36,121,39,台湾付近
23,36,121,46,台湾付近
23,36,121,51,台湾付近
23,36,124,25,石垣島近海
23,36,125,18,石垣島近海
23,36,125,22,石垣島近海
23,36,125,39,宮古島近海
23,36,125,40,宮古島近海
23,37,120,41,台湾付近
23,37,121,19,台湾付近
23,37,121,21,台湾付近
23,37,121,22,台湾付近
23,37,121,23,台湾付近
23,37,121,24,台湾付近
23,37,121,25,台湾付近
23,37,121,26,台湾付近
23,37,121,27,台湾付近
23,37,121,28,台湾付近
23,37,121,29,台湾付近
23,37,121,49,台湾付近
23,37,121,53,台湾付近
23,37,123,15,与那国島近海
23,37,125,45,宮古島近海
23,37,126,11,宮古島近海
23,38,121,27,台湾付近
23,38,121,31,台湾付近
23,38,121,32,台湾付近
23,38,121,34,台湾付近
23,38,121,35,台湾付近
23,38,121,38,台湾付近
23,38,121,39,台湾付近
23,38,121,40,台湾付近
23,38,121,50,台湾付近
23,38,123,28,石垣島近海
23,38,124,39,石垣島近海
23,38,125,3,石垣島近海
23,38,125,23,宮古島近海
23,38,125,33,宮古島近海
23,39,120,39,台湾付近
23,39,120,41,台湾付近
23,39,121,35,台湾付近
23,39,121,38,台湾付近
23,39,121,41,台湾付近
23,39,122,45,与那国島近海
23,39,123,20,与那国島近海
23,39,124,22,石垣島近海
23,39,124,32,石垣島近海
23,39,125,36,宮古島近海
23,39,125,42,宮古島近海
23,39,125,50,宮古島近海
23,39,125,54,宮古島近海
23,39,126,7,宮古島近海
23,40,120,54,台湾付近
23,40,121,29,台湾付近
23,40,121,33,台湾付近
23,40,121,34,台湾付近
23,40,121,36,台湾付近
23,40,121,37,台湾付近
23,40,122,32,与那国島近海
23,40,123,18,与那国島近海
23,40,123,21,与那国島近海
23,40,124,25,石垣島近海
23,40,125,18,石垣島近海
23,40,125,23,宮古島近海
23,40,125,31,宮古島近海
23,40,126,1,宮古島近海
23,40,126,12,宮古島近海
23,40,142,1,硫黄島近海
23,41,120,57,台湾付近
23,41,121,28,台湾付近
23,41,121,30,台湾付近
23,41,121,31,台湾付近
23,41,121,32,台湾付近
23,41,121,33,台湾付近
23,41,121,34,台湾付近
23,41,121,35,台湾付近
23,41,121,36,台湾付近
23,41,121,39,台湾付近
23,41,121,41,台湾付近
23,41,121,43,台湾付近
23,41,121,46,台湾付近
23,41,121,47,台湾付近
23,41,121,58,台湾付近
23,41,122,2,台湾付近
23,41,122,30,与那国島近海
23,41,122,55,与那国島近海
23,41,123,9,与那国島近海
23,41,123,12,与那国島近海
23,41,123,18,与那国島近海
23,41,125,38,宮古島近海
23,41,126,5,宮古島近海
23,41,126,8,宮古島近海
23,42,120,50,台湾付近
23,42,121,10,台湾付近
23,42,121,19,台湾付近
23,42,121,30,台湾付近
23,42,121,32,台湾付近
23,42,121,33,台湾付近
23,42,121,35,台湾付近
23,42,121,37,台湾付近
23,42,121,38,台湾付近
23,42,121,39,台湾付近
23,42,121,40,台湾付近
23,42,121,41,台湾付近
23,42,121,46,台湾付近
23,42,121,47,台湾付近
23,42,121,48,台湾付近
23,42,121,54,台湾付近
23,42,122,1,台湾付近
23,42,122,2,台湾付近
23,42,122,8,台湾付近
23,42,122,27,与那国島近海
23,42,122,28,与那国島近海
23,42,122,53,与那国島近海
23,42,122,54,与那国島近海
23,42,125,25,宮古島近海
23,42,125,51,宮古島近海
23,42,125,52,宮古島近海
23,42,126,8,宮古島近海
23,42,126,12,宮古島近海
23,42,126,16,宮古島近海
23,42,126,21,宮古島近海
23,43,121,17,台湾付近
23,43,121,18,台湾付近
23,43,121,28,台湾付近
23,43,121,30,台湾付近
23,43,121,31,台湾付近
23,43,121,32,台湾付近
23,43,121,33,台湾付近
23,43,121,35,台湾付近
23,43,121,37,台湾付近
23,43,121,38,台湾付近
23,43,121,41,台湾付近
23,43,121,42,台湾付近
23,43,121,43,台湾付近
23,43,121,44,台湾付近
23,43,121,45,台湾付近
23,43,121,48,台湾付近
23,43,121,54,台湾付近
23,43,121,57,台湾付近
23,43,122,0,台湾付近
23,43,122,21,台湾付近
23,43,122,29,与那国島近海
23,43,122,53,与那国島近海
23,43,123,4,与那国島近海
23,43,125,53,宮古島近海
23,43,125,54,宮古島近海
23,43,126,5,宮古島近海
23,43,126,22,宮古島近海
23,44,121,27,台湾付近
23,44,121,28,台湾付近
23,44,121,29,台湾付近
23,44,121,31,台湾付近
23,44,121,32,台湾付近
23,44,121,33,台湾付近
23,44,121,34,台湾付近
23,44,121,35,台湾付近
23,44,121,37,台湾付近
23,44,121,42,台湾付近
23,44,121,43,台湾付近
23,44,121,45,台湾付近
23,44,121,59,台湾付近
23,44,122,0,台湾付近
23,44,122,4,台湾付近
23,44,122,10,台湾付近
23,44,122,34,与那国島近海
23,44,122,49,与那国島近海
23,44,122,52,与那国島近海
23,44,123,15,与那国島近海
23,44,123,27,石垣島近海
23,44,123,54,石垣島近海
23,44,124,33,石垣島近海
23,44,125,22,宮古島近海
23,44,125,29,宮古島近海
23,44,125,32,宮古島近海
23,44,125,54,宮古島近海
23,44,126,1,宮古島近海
23,44,126,2,宮古島近海
23,44,143,35,硫黄島近海
23,45,120,59,台湾付近
23,45,121,29,台湾付近
23,45,121,30,台湾付近
23,45,121,35,台湾付近
23,45,121,37,台湾付近
23,45,121,38,台湾付近
23,45,121,43,台湾付近
23,45,121,45,台湾付近
23,45,121,47,台湾付近
23,45,121,57,台湾付近
23,45,121,58,台湾付近
23,45,122,0,台湾付近
23,45,122,31,与那国島近海
23,45,122,53,与那国島近海
23,45,122,54,与那国島近海
23,45,123,5,与那国島近海
23,45,123,20,与那国島近海
23,45,123,32,石垣島近海
23,45,123,37,石垣島近海
23,45,124,29,石垣島近海
23,45,124,39,石垣島近海
23,45,125,7,石垣島近海
23,45,125,16,宮古島近海
23,45,125,28,宮古島近海
23,45,125,50,宮古島近海
23,45,125,56,宮古島近海
23,45,126,12,宮古島近海
23,45,126,25,宮古島近海
23,46,121,29,台湾付近
23,46,121,30,台湾付近
23,46,121,31,台湾付近
23,46,121,34,台湾付近
23,46,121,36,台湾付近
23,46,121,37,台湾付近
23,46,121,38,台湾付近
23,46,121,39,台湾付近
23,46,121,40,台湾付近
23,46,121,42,台湾付近
23,46,121,58,台湾付近
23,46,122,28,与那国島近海
23,46,122,29,与那国島近海
23,46,122,30,与那国島近海
23,46,122,31,与那国島近海
23,46,122,38,与那国島近海
23,46,122,49,与那国島近海
23,46,122,51,与那国島近海
23,46,122,52,与那国島近海
23,46,122,53,与那国島近海
